NO,KDSKPD,NMSKPD,KDSUBUNIT,NMSUBUNIT,KDKEGIATAN,NMKEGIATAN,KDSUBKEGIATAN,NMSUBKEGIATAN,KDREK,NMREK,PAGU,SUMBERDANA
2680,2.17.0.00.0.00.01.0000,"Dinas Koperasi, Usaha Kecil dan Menengah Provinsi Sulawesi Tengah",2.17.0.00.0.00.01.0001,UPT Balai Pelatihan,2.17.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.17.01.1.08.0002,"Penyediaan Jasa Komunikasi, Sumber Daya Air Dan Listrik",5.1.02.02.001.00061,Belanja Tagihan Listrik,148000000,Dana Bagi Hasil (DBH)
2681,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.02.1.02,"Pemberdayaan Perempuan Bidang Politik, Hukum, Sosial, Dan Ekonomi Pada Organisasi Kemasyarakatan Kewenangan Provinsi",2.08.02.1.02.0008,"sosialisasi pemberdayaan perempuan di bidang politik, atau hukum, atau sosial, dan atau ekonomi Kewenangan Provinsi",5.1.02.01.001.00025,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,5121000,Pendapatan Asli Daerah (PAD)
2682,2.17.0.00.0.00.01.0000,"Dinas Koperasi, Usaha Kecil dan Menengah Provinsi Sulawesi Tengah",2.17.0.00.0.00.01.0000,"Dinas Koperasi, Usaha Kecil dan Menengah Provinsi Sulawesi Tengah",2.17.01.1.02,Administrasi Keuangan Perangkat Daerah,2.17.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.02.02.001.00090,Belanja jasa Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Paruh Waktu pada jabatan penata layanan operasional,268800000,Pendapatan Asli Daerah (PAD)
2683,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.05.1.01,"Pengumpulan, Pengolahan Analisis Dan Penyajian Data Gender Dan Anak Dalam Kelembagaan Data Di Tingkat Daerah Provinsi",2.08.05.1.01.0004,Advokasi dan penguatan jejaring lintas sektor dalam penyediaan data gender dan anak,5.1.02.02.001.00008,"Honorarium Tim Penyusunan Jurnal, Buletin, Majalah, Pengelola Teknologi Informasi dan Pengelola Website",9800000,Dana Alokasi Umum (DAU)
2684,2.23.2.24.0.00.01.0000,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,2.23.2.24.0.00.01.0000,Dinas Perpustakaan dan Kearsipan Provinsi Sulawesi Tengah,2.23.01.1.02,Administrasi Keuangan Perangkat Daerah,2.23.01.1.02.0003,Pelaksanaan Penatausahaan Dan Pengujian/Verifikasi Keuangan Skpd,5.1.02.02.001.00029,Belanja Jasa Tenaga Ahli,50000000,Dana Alokasi Umum (DAU)
2685,2.09.0.00.0.00.01.0000,Dinas Pangan Provinsi Sulawesi Tengah,2.09.0.00.0.00.01.0001,UPTD Pengawasan dan Sertifikasi Mutu dan Keamanan Pangan,2.09.05.1.01,Pelaksanaan Pengawasan Keamanan Pangan Segar Distribusi Lintas Daerah Kabupaten/Kota,2.09.05.1.01.0008,Rekomendasi Keamanan Dan Mutu Pangan Segar Asal Tumbuhan Lintas Daerah Kabupaten/Kota,5.1.02.01.001.00036,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya,209300,Dana Alokasi Umum (DAU)
2686,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.01.1.02,Administrasi Keuangan Perangkat Daerah,2.08.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.002.00002,Belanja Tunjangan Keluarga PPPK,85837344.0575,Pendapatan Asli Daerah (PAD)
2687,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.0.00.0.00.01.0000,Dinas Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Sulawesi Tengah,2.08.01.1.02,Administrasi Keuangan Perangkat Daerah,2.08.01.1.02.0001,Penyediaan Gaji Dan Tunjangan ASN,5.1.01.01.002.00002,Belanja Tunjangan Keluarga PPPK,24920519.2425,Dana Bagi Hasil (DBH)
2688,2.11.0.00.0.00.01.0000,Dinas Lingkungan Hidup Provinsi Sulawesi Tengah,2.11.0.00.0.00.01.0000,Dinas Lingkungan Hidup Provinsi Sulawesi Tengah,2.11.02.1.01,Rencana Perlindungan Dan Pengelolaan Lingkungan Hidup (Rpplh) Provinsi,2.11.02.1.01.0006,Peninjauan Kembali Terhadap Rpplh Provinsi,5.1.02.02.001.00003,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",5400000,Pendapatan Asli Daerah (PAD)
2689,2.16.2.21.2.20.01.0000,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah",2.16.2.21.2.20.01.0000,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah",2.16.01.1.06,Administrasi Umum Perangkat Daerah,2.16.01.1.06.0009,Penyelenggaraan Rapat Koordinasi Dan Konsultasi Skpd,5.1.02.04.001.00001,Belanja Perjalanan Dinas Biasa,197306000,Dana Bagi Hasil (DBH)
2690,2.16.2.21.2.20.01.0000,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah",2.16.2.21.2.20.01.0000,"Dinas Komunikasi, Informatika, Persandian dan Statistik Provinsi Sulawesi Tengah",2.16.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.16.01.1.07.0006,Pengadaan Peralatan Dan Mesin Lainnya,5.1.02.01.001.00031,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,60000000,Dana Bagi Hasil (DBH)
